nSeq;I1;I2;O1;O2;A2
7;0;0;0;0;516
8;0;0;0;0;515
9;0;0;0;0;513
10;0;0;0;0;512
11;0;0;0;0;511
12;0;0;0;0;510
13;0;0;0;0;508
14;0;0;0;0;507
15;0;0;0;0;505
0;0;0;0;0;504
1;0;0;0;0;502
2;0;0;0;0;501
3;0;0;0;0;499
4;0;0;0;0;499
5;0;0;0;0;498
6;0;0;0;0;497
7;0;0;0;0;497
8;0;0;0;0;496
9;0;0;0;0;496
10;0;0;0;0;496
11;0;0;0;0;495
12;0;0;0;0;494
13;0;0;0;0;493
14;0;0;0;0;493
15;0;0;0;0;493
0;0;0;0;0;493
1;0;0;0;0;493
2;0;0;0;0;492
3;0;0;0;0;491
4;0;0;0;0;489
5;0;0;0;0;489
6;0;0;0;0;488
7;0;0;0;0;488
8;0;0;0;0;489
9;0;0;0;0;488
10;0;0;0;0;487
11;0;0;0;0;484
12;0;0;0;0;484
13;0;0;0;0;484
14;0;0;0;0;485
15;0;0;0;0;486
0;0;0;0;0;485
1;0;0;0;0;484
2;0;0;0;0;483
3;0;0;0;0;483
4;0;0;0;0;483
5;0;0;0;0;482
6;0;0;0;0;481
7;0;0;0;0;481
8;0;0;0;0;481
9;0;0;0;0;481
10;0;0;0;0;481
11;0;0;0;0;481
12;0;0;0;0;481
13;0;0;0;0;481
14;0;0;0;0;481
15;0;0;0;0;481
0;0;0;0;0;481
1;0;0;0;0;482
2;0;0;0;0;483
3;0;0;0;0;482
4;0;0;0;0;482
5;0;0;0;0;480
6;0;0;0;0;481
7;0;0;0;0;481
8;0;0;0;0;482
9;0;0;0;0;482
10;0;0;0;0;482
11;0;0;0;0;483
12;0;0;0;0;484
13;0;0;0;0;483
14;0;0;0;0;482
15;0;0;0;0;482
0;0;0;0;0;481
1;0;0;0;0;480
2;0;0;0;0;479
3;0;0;0;0;479
4;0;0;0;0;480
5;0;0;0;0;481
6;0;0;0;0;481
7;0;0;0;0;481
8;0;0;0;0;481
9;0;0;0;0;482
10;0;0;0;0;483
11;0;0;0;0;483
12;0;0;0;0;483
13;0;0;0;0;483
14;0;0;0;0;483
15;0;0;0;0;483
0;0;0;0;0;483
1;0;0;0;0;483
2;0;0;0;0;484
3;0;0;0;0;484
4;0;0;0;0;485
5;0;0;0;0;483
6;0;0;0;0;482
7;0;0;0;0;481
8;0;0;0;0;481
9;0;0;0;0;481
10;0;0;0;0;481
11;0;0;0;0;481
12;0;0;0;0;481
13;0;0;0;0;482
14;0;0;0;0;483
15;0;0;0;0;484
0;0;0;0;0;484
1;0;0;0;0;483
2;0;0;0;0;483
3;0;0;0;0;484
4;0;0;0;0;484
5;0;0;0;0;484
6;0;0;0;0;484
7;0;0;0;0;485
8;0;0;0;0;486
9;0;0;0;0;487
10;0;0;0;0;487
11;0;0;0;0;488
12;0;0;0;0;489
13;0;0;0;0;488
14;0;0;0;0;488
15;0;0;0;0;489
0;0;0;0;0;489
1;0;0;0;0;489
2;0;0;0;0;488
3;0;0;0;0;488
4;0;0;0;0;488
5;0;0;0;0;488
6;0;0;0;0;488
7;0;0;0;0;487
8;0;0;0;0;487
9;0;0;0;0;487
10;0;0;0;0;487
11;0;0;0;0;488
12;0;0;0;0;489
13;0;0;0;0;489
14;0;0;0;0;491
15;0;0;0;0;492
0;0;0;0;0;492
1;0;0;0;0;492
2;0;0;0;0;493
3;0;0;0;0;494
4;0;0;0;0;494
5;0;0;0;0;494
6;0;0;0;0;494
7;0;0;0;0;494
8;0;0;0;0;494
9;0;0;0;0;493
10;0;0;0;0;492
11;0;0;0;0;492
12;0;0;0;0;491
13;0;0;0;0;491
14;0;0;0;0;490
15;0;0;0;0;490
0;0;0;0;0;491
1;0;0;0;0;491
2;0;0;0;0;492
3;0;0;0;0;492
4;0;0;0;0;492
5;0;0;0;0;494
6;0;0;0;0;494
7;0;0;0;0;496
8;0;0;0;0;496
9;0;0;0;0;497
10;0;0;0;0;498
11;0;0;0;0;499
12;0;0;0;0;498
13;0;0;0;0;499
14;0;0;0;0;498
15;0;0;0;0;498
0;0;0;0;0;497
1;0;0;0;0;497
2;0;0;0;0;496
3;0;0;0;0;496
4;0;0;0;0;496
5;0;0;0;0;496
6;0;0;0;0;495
7;0;0;0;0;494
8;0;0;0;0;494
9;0;0;0;0;495
10;0;0;0;0;495
11;0;0;0;0;495
12;0;0;0;0;495
13;0;0;0;0;495
14;0;0;0;0;495
15;0;0;0;0;494
0;0;0;0;0;494
1;0;0;0;0;494
2;0;0;0;0;494
3;0;0;0;0;494
4;0;0;0;0;496
5;0;0;0;0;496
6;0;0;0;0;496
7;0;0;0;0;496
8;0;0;0;0;495
9;0;0;0;0;494
10;0;0;0;0;494
11;0;0;0;0;494
12;0;0;0;0;495
13;0;0;0;0;495
14;0;0;0;0;496
15;0;0;0;0;496
0;0;0;0;0;496
1;0;0;0;0;496
2;0;0;0;0;497
3;0;0;0;0;497
4;0;0;0;0;498
5;0;0;0;0;498
6;0;0;0;0;498
7;0;0;0;0;498
8;0;0;0;0;497
9;0;0;0;0;497
10;0;0;0;0;498
11;0;0;0;0;498
12;0;0;0;0;498
13;0;0;0;0;499
14;0;0;0;0;499
15;0;0;0;0;499
0;0;0;0;0;499
1;0;0;0;0;499
2;0;0;0;0;500
3;0;0;0;0;500
4;0;0;0;0;500
5;0;0;0;0;499
6;0;0;0;0;499
